id,product_name,image,link,parsed,caption,tier,component_name,rigid_or_soft,is_reusable,dim_l_mm,dim_w_mm,dim_h_mm,shape,volume_cm3,materials,n_materials,component_mass_g,component_carbon_kg,component_water_l
11,MECCA MAX,demo-reccommandation/11.webp,https://www.mecca.com/en-au/mecca-max/lip-lock-balmy-stain-V-067452/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption based solely on the visible elements in the image:

The product is housed in a cylindrical bottle with a deep burgundy hue and a threaded screw-cap closure. A clear, slender wand applicator extends from the bottle’s top.",TP,Wooden Pallet (Softwood Pallet),Soft,True,1200.0,800.0,150.0,flat,144000.0,Softwood:1850.0g,1,1850.0,799.1445,76.78
12,Morphe,demo-reccommandation/12.webp,https://www.mecca.com/en-au/morphe/lip-filter-hydroplump-soft-matte-lipstick-V-079254/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the visible elements in the product photo:

The product is presented in a cylindrical tube with a matte brown exterior. It features a silver-colored mechanism at the base and a twist-up closure at the top, with a visible core of a similar shade.",PP,Lipstick Tube (Aluminium),Rigid,,125,18,110,flat,247.5,Aluminium:185g,1,185.0,3.9331,439.7
12,Morphe,demo-reccommandation/12.webp,https://www.mecca.com/en-au/morphe/lip-filter-hydroplump-soft-matte-lipstick-V-079254/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the visible elements in the product photo:

The product is presented in a cylindrical tube with a matte brown exterior. It features a silver-colored mechanism at the base and a twist-up closure at the top, with a visible core of a similar shade.",PP,Lipstick Stick (Wax/Oil Base),Soft,,85,12,6,box,6.12,Paraffin Wax:3.2g; Talc:0.4g,2,3.6,0.1363,0.4
12,Morphe,demo-reccommandation/12.webp,https://www.mecca.com/en-au/morphe/lip-filter-hydroplump-soft-matte-lipstick-V-079254/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the visible elements in the product photo:

The product is presented in a cylindrical tube with a matte brown exterior. It features a silver-colored mechanism at the base and a twist-up closure at the top, with a visible core of a similar shade.",PP,Aluminium Cap (Twist-Up),Rigid,True,22,22,32,box,15.49,Aluminium:120g,1,120.0,2.5512,285.21
12,Morphe,demo-reccommandation/12.webp,https://www.mecca.com/en-au/morphe/lip-filter-hydroplump-soft-matte-lipstick-V-079254/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the visible elements in the product photo:

The product is presented in a cylindrical tube with a matte brown exterior. It features a silver-colored mechanism at the base and a twist-up closure at the top, with a visible core of a similar shade.",PP,Inner Seal Liner (Paper),Soft,,15,15,1,flat,0.23,Paper - Tissue:0.3g,1,0.3,0.001,0.39
12,Morphe,demo-reccommandation/12.webp,https://www.mecca.com/en-au/morphe/lip-filter-hydroplump-soft-matte-lipstick-V-079254/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the visible elements in the product photo:

The product is presented in a cylindrical tube with a matte brown exterior. It features a silver-colored mechanism at the base and a twist-up closure at the top, with a visible core of a similar shade.",SP,Folding Carton Box,Rigid,,135,65,220,box,1930.5,Folding Box Board:285g; Ink - Water Based:2.5g,2,287.5,0.7075,143.31
12,Morphe,demo-reccommandation/12.webp,https://www.mecca.com/en-au/morphe/lip-filter-hydroplump-soft-matte-lipstick-V-079254/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the visible elements in the product photo:

The product is presented in a cylindrical tube with a matte brown exterior. It features a silver-colored mechanism at the base and a twist-up closure at the top, with a visible core of a similar shade.",SP,Product Information Leaflet,Soft,,85,55,20,box,93.5,Paper - Bleached Kraft:1.8g; Ink - Water Based:0.4g,2,2.2,0.0041,1.76
12,Morphe,demo-reccommandation/12.webp,https://www.mecca.com/en-au/morphe/lip-filter-hydroplump-soft-matte-lipstick-V-079254/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the visible elements in the product photo:

The product is presented in a cylindrical tube with a matte brown exterior. It features a silver-colored mechanism at the base and a twist-up closure at the top, with a visible core of a similar shade.",TP,"Shipping Carton (Master Case, 48 units)",Rigid,,360,275,65,flat,6435.0,Corrugated:420g,1,420.0,0.7014,112.5
12,Morphe,demo-reccommandation/12.webp,https://www.mecca.com/en-au/morphe/lip-filter-hydroplump-soft-matte-lipstick-V-079254/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the visible elements in the product photo:

The product is presented in a cylindrical tube with a matte brown exterior. It features a silver-colored mechanism at the base and a twist-up closure at the top, with a visible core of a similar shade.",TP,Corrugated Divider Insert (48-cell),Rigid,,355,270,5,flat,479.25,Corrugated:85g,1,85.0,0.1419,22.77
12,Morphe,demo-reccommandation/12.webp,https://www.mecca.com/en-au/morphe/lip-filter-hydroplump-soft-matte-lipstick-V-079254/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the visible elements in the product photo:

The product is presented in a cylindrical tube with a matte brown exterior. It features a silver-colored mechanism at the base and a twist-up closure at the top, with a visible core of a similar shade.",TP,Stretch Wrap (Pallet Wrap),Soft,,180,900,20,flat,3240.0,Low-Density Polyethylene:120g,1,120.0,0.2724,73.78
12,Morphe,demo-reccommandation/12.webp,https://www.mecca.com/en-au/morphe/lip-filter-hydroplump-soft-matte-lipstick-V-079254/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the visible elements in the product photo:

The product is presented in a cylindrical tube with a matte brown exterior. It features a silver-colored mechanism at the base and a twist-up closure at the top, with a visible core of a similar shade.",TP,Wooden Pallet (Softwood),Soft,True,1200,800,150,flat,144000.0,Softwood:2200g,1,2200.0,950.334,91.3
13,VIOLETTE_FR,demo-reccommandation/13.webp,https://www.mecca.com/en-au/violette-fr/bisou-balm-V-061326/?cgpath=makeup-lips-lipstick,True,"The product is presented in a slender, cylindrical container with a gold-toned base and barrel. It features a rotating, circular closure and a matte-finish stick extending upwards, displaying a reddish-brown hue.",PP,Lipstick Tube Body,Rigid,,85,12,100,flat,102.0,Polypropylene:8.2g,1,8.2,0.0188,3.27
13,VIOLETTE_FR,demo-reccommandation/13.webp,https://www.mecca.com/en-au/violette-fr/bisou-balm-V-061326/?cgpath=makeup-lips-lipstick,True,"The product is presented in a slender, cylindrical container with a gold-toned base and barrel. It features a rotating, circular closure and a matte-finish stick extending upwards, displaying a reddish-brown hue.",PP,Lipstick Stick (Core),Soft,,32,4,45,flat,5.76,Paraffin Wax:2.1g; Talc:0.8g,2,2.9,0.267,0.31
13,VIOLETTE_FR,demo-reccommandation/13.webp,https://www.mecca.com/en-au/violette-fr/bisou-balm-V-061326/?cgpath=makeup-lips-lipstick,True,"The product is presented in a slender, cylindrical container with a gold-toned base and barrel. It features a rotating, circular closure and a matte-finish stick extending upwards, displaying a reddish-brown hue.",PP,Lipstick Barrel (Outer Sleeve),Soft,,68,8,85,flat,46.24,Paper - Label:1.2g,1,1.2,0.0023,2.09
13,VIOLETTE_FR,demo-reccommandation/13.webp,https://www.mecca.com/en-au/violette-fr/bisou-balm-V-061326/?cgpath=makeup-lips-lipstick,True,"The product is presented in a slender, cylindrical container with a gold-toned base and barrel. It features a rotating, circular closure and a matte-finish stick extending upwards, displaying a reddish-brown hue.",PP,Closure (Circular Cap),Rigid,True,18,18,8,box,2.59,Acrylonitrile Butadiene Styrene:3.1g,1,3.1,0.0162,7.57
13,VIOLETTE_FR,demo-reccommandation/13.webp,https://www.mecca.com/en-au/violette-fr/bisou-balm-V-061326/?cgpath=makeup-lips-lipstick,True,"The product is presented in a slender, cylindrical container with a gold-toned base and barrel. It features a rotating, circular closure and a matte-finish stick extending upwards, displaying a reddish-brown hue.",PP,Base (Gold-Toned Metal Insert),Rigid,True,12,12,6,box,0.86,Aluminium:2.4g,1,2.4,0.051,5.7
13,VIOLETTE_FR,demo-reccommandation/13.webp,https://www.mecca.com/en-au/violette-fr/bisou-balm-V-061326/?cgpath=makeup-lips-lipstick,True,"The product is presented in a slender, cylindrical container with a gold-toned base and barrel. It features a rotating, circular closure and a matte-finish stick extending upwards, displaying a reddish-brown hue.",SP,Retail Carton Box,Rigid,,145,85,35,box,431.38,Folding Box Board:18.5g,1,18.5,0.0455,9.26
13,VIOLETTE_FR,demo-reccommandation/13.webp,https://www.mecca.com/en-au/violette-fr/bisou-balm-V-061326/?cgpath=makeup-lips-lipstick,True,"The product is presented in a slender, cylindrical container with a gold-toned base and barrel. It features a rotating, circular closure and a matte-finish stick extending upwards, displaying a reddish-brown hue.",SP,Tissue Paper Insert,Soft,,120,60,15,flat,108.0,Paper - Tissue:2.1g,1,2.1,0.0073,2.7
13,VIOLETTE_FR,demo-reccommandation/13.webp,https://www.mecca.com/en-au/violette-fr/bisou-balm-V-061326/?cgpath=makeup-lips-lipstick,True,"The product is presented in a slender, cylindrical container with a gold-toned base and barrel. It features a rotating, circular closure and a matte-finish stick extending upwards, displaying a reddish-brown hue.",TP,Master Carton (48 units),Rigid,,430,315,145,box,19640.25,Corrugated:425.0g,1,425.0,0.7097,113.84
13,VIOLETTE_FR,demo-reccommandation/13.webp,https://www.mecca.com/en-au/violette-fr/bisou-balm-V-061326/?cgpath=makeup-lips-lipstick,True,"The product is presented in a slender, cylindrical container with a gold-toned base and barrel. It features a rotating, circular closure and a matte-finish stick extending upwards, displaying a reddish-brown hue.",TP,Corrugated Divider Insert,Rigid,,280,180,60,box,3024.0,Corrugated:85.0g,1,85.0,0.1419,22.77
13,VIOLETTE_FR,demo-reccommandation/13.webp,https://www.mecca.com/en-au/violette-fr/bisou-balm-V-061326/?cgpath=makeup-lips-lipstick,True,"The product is presented in a slender, cylindrical container with a gold-toned base and barrel. It features a rotating, circular closure and a matte-finish stick extending upwards, displaying a reddish-brown hue.",TP,Stretch Wrap,Soft,,520,380,120,box,23712.0,Low-Density Polyethylene:45.0g,1,45.0,0.1021,27.67
13,VIOLETTE_FR,demo-reccommandation/13.webp,https://www.mecca.com/en-au/violette-fr/bisou-balm-V-061326/?cgpath=makeup-lips-lipstick,True,"The product is presented in a slender, cylindrical container with a gold-toned base and barrel. It features a rotating, circular closure and a matte-finish stick extending upwards, displaying a reddish-brown hue.",TP,Wooden Pallet,Rigid,True,1200,800,150,flat,144000.0,Hardwood:22000.0g,1,22000.0,8735.54,896.06
14,MAC Cosmetics,demo-reccommandation/14.webp,https://www.mecca.com/en-au/mac-cosmetics/macximal-sleek-satin-lipstick-V-070687/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the photo:

The product is a cylindrical lipstick tube with a matte black barrel and a silver screw-cap closure. It features a pointed lipstick tip and is approximately 12 centimeters in length.",PP,Lipstick Tube (Barrel),Rigid,False,120.0,12.0,12.0,cylindrical,17.28,Polypropylene:8.2g,1,8.2,0.0188,3.27
14,MAC Cosmetics,demo-reccommandation/14.webp,https://www.mecca.com/en-au/mac-cosmetics/macximal-sleek-satin-lipstick-V-070687/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the photo:

The product is a cylindrical lipstick tube with a matte black barrel and a silver screw-cap closure. It features a pointed lipstick tip and is approximately 12 centimeters in length.",PP,Lipstick Stick (Formulation),Soft,False,65.0,4.0,4.0,cylindrical,1.04,Paraffin Wax:2.8g; Talc:0.4g,2,3.2,0.1358,0.36
14,MAC Cosmetics,demo-reccommandation/14.webp,https://www.mecca.com/en-au/mac-cosmetics/macximal-sleek-satin-lipstick-V-070687/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the photo:

The product is a cylindrical lipstick tube with a matte black barrel and a silver screw-cap closure. It features a pointed lipstick tip and is approximately 12 centimeters in length.",PP,Lipstick Tip (Applicator Mould),Rigid,False,12.0,2.5,1.8,cylindrical,0.05,Polypropylene:1.2g,1,1.2,0.0027,0.48
14,MAC Cosmetics,demo-reccommandation/14.webp,https://www.mecca.com/en-au/mac-cosmetics/macximal-sleek-satin-lipstick-V-070687/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the photo:

The product is a cylindrical lipstick tube with a matte black barrel and a silver screw-cap closure. It features a pointed lipstick tip and is approximately 12 centimeters in length.",PP,Base Plug (Tube Core),Rigid,False,120.0,8.0,8.0,cylindrical,7.68,Polypropylene:3.5g,1,3.5,0.008,1.4
14,MAC Cosmetics,demo-reccommandation/14.webp,https://www.mecca.com/en-au/mac-cosmetics/macximal-sleek-satin-lipstick-V-070687/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the photo:

The product is a cylindrical lipstick tube with a matte black barrel and a silver screw-cap closure. It features a pointed lipstick tip and is approximately 12 centimeters in length.",PP,Label (Barrel Wrap),Rigid,False,125.0,12.0,1.5,flat,2.25,Paper - Label:0.8g; Ink - Water Based:0.1g,2,0.9,0.0018,1.43
14,MAC Cosmetics,demo-reccommandation/14.webp,https://www.mecca.com/en-au/mac-cosmetics/macximal-sleek-satin-lipstick-V-070687/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the photo:

The product is a cylindrical lipstick tube with a matte black barrel and a silver screw-cap closure. It features a pointed lipstick tip and is approximately 12 centimeters in length.",SP,Carton Box (Unit Retail),Rigid,False,245.0,185.0,55.0,box,2492.88,Folding Box Board:32.0g; Ink - Water Based:0.5g,2,32.5,0.08,16.15
14,MAC Cosmetics,demo-reccommandation/14.webp,https://www.mecca.com/en-au/mac-cosmetics/macximal-sleek-satin-lipstick-V-070687/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the photo:

The product is a cylindrical lipstick tube with a matte black barrel and a silver screw-cap closure. It features a pointed lipstick tip and is approximately 12 centimeters in length.",SP,Lipstick Stick Insert (Product Info Leaflet),Rigid,False,140.0,95.0,5.0,flat,66.5,Paper - Bleached Kraft:2.1g; Ink - Water Based:0.2g,2,2.3,0.0041,1.99
14,MAC Cosmetics,demo-reccommandation/14.webp,https://www.mecca.com/en-au/mac-cosmetics/macximal-sleek-satin-lipstick-V-070687/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the photo:

The product is a cylindrical lipstick tube with a matte black barrel and a silver screw-cap closure. It features a pointed lipstick tip and is approximately 12 centimeters in length.",TP,"Retail Carton (Master Case, 24 units)",Rigid,False,520.0,380.0,120.0,box,23712.0,Corrugated:480.0g,1,480.0,0.8016,128.57
14,MAC Cosmetics,demo-reccommandation/14.webp,https://www.mecca.com/en-au/mac-cosmetics/macximal-sleek-satin-lipstick-V-070687/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the photo:

The product is a cylindrical lipstick tube with a matte black barrel and a silver screw-cap closure. It features a pointed lipstick tip and is approximately 12 centimeters in length.",TP,Corrugated Divider Insert (Case Pack),Rigid,False,380.0,280.0,40.0,flat,4256.0,Corrugated:120.0g,1,120.0,0.2004,32.14
14,MAC Cosmetics,demo-reccommandation/14.webp,https://www.mecca.com/en-au/mac-cosmetics/macximal-sleek-satin-lipstick-V-070687/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the photo:

The product is a cylindrical lipstick tube with a matte black barrel and a silver screw-cap closure. It features a pointed lipstick tip and is approximately 12 centimeters in length.",TP,Stretch Wrap (Pallet Load),Soft,False,180.0,900.0,200.0,cylindrical,32400.0,Low-Density Polyethylene:180.0g,1,180.0,0.4086,110.66
15,Stila,demo-reccommandation/15.webp,https://www.mecca.com/en-au/stila/calligraphy-lip-stain-V-060687/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the visible elements of the product photo:

The product is a slender, cylindrical tube with a white barrel and a red tip. It features a twist-based closure at the base and is approximately 12 centimeters in length.",PP,Lipstick Tube (Barrel),Rigid,,120.0,8.0,8.0,cylindrical,7.68,Polypropylene:4.2g,1,4.2,0.0096,1.68
15,Stila,demo-reccommandation/15.webp,https://www.mecca.com/en-au/stila/calligraphy-lip-stain-V-060687/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the visible elements of the product photo:

The product is a slender, cylindrical tube with a white barrel and a red tip. It features a twist-based closure at the base and is approximately 12 centimeters in length.",PP,Lipstick Tip (Blade),Rigid,,12.0,2.5,1.2,box,0.04,Polypropylene:1.8g,1,1.8,0.0041,0.72
15,Stila,demo-reccommandation/15.webp,https://www.mecca.com/en-au/stila/calligraphy-lip-stain-V-060687/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the visible elements of the product photo:

The product is a slender, cylindrical tube with a white barrel and a red tip. It features a twist-based closure at the base and is approximately 12 centimeters in length.",PP,Cap (Twist-Off),Rigid,True,140.0,12.0,10.0,cylindrical,16.8,Polypropylene:5.6g,1,5.6,0.0128,2.23
15,Stila,demo-reccommandation/15.webp,https://www.mecca.com/en-au/stila/calligraphy-lip-stain-V-060687/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the visible elements of the product photo:

The product is a slender, cylindrical tube with a white barrel and a red tip. It features a twist-based closure at the base and is approximately 12 centimeters in length.",PP,Inner Seal (Wax Disc),Soft,,12.0,12.0,0.8,flat,0.12,Paraffin Wax:1.2g,1,1.2,0.0015,0.14
15,Stila,demo-reccommandation/15.webp,https://www.mecca.com/en-au/stila/calligraphy-lip-stain-V-060687/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the visible elements of the product photo:

The product is a slender, cylindrical tube with a white barrel and a red tip. It features a twist-based closure at the base and is approximately 12 centimeters in length.",PP,Product Label (Wrap),Soft,,50.0,35.0,2.0,flat,3.5,Paper - Label:0.8g,1,0.8,0.0015,1.4
15,Stila,demo-reccommandation/15.webp,https://www.mecca.com/en-au/stila/calligraphy-lip-stain-V-060687/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the visible elements of the product photo:

The product is a slender, cylindrical tube with a white barrel and a red tip. It features a twist-based closure at the base and is approximately 12 centimeters in length.",SP,Retail Carton Box (Folding),Soft,,185.0,125.0,40.0,box,925.0,Folding Box Board:12.5g,1,12.5,0.0307,6.25
15,Stila,demo-reccommandation/15.webp,https://www.mecca.com/en-au/stila/calligraphy-lip-stain-V-060687/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the visible elements of the product photo:

The product is a slender, cylindrical tube with a white barrel and a red tip. It features a twist-based closure at the base and is approximately 12 centimeters in length.",SP,Tissue Paper Insert,Soft,,85.0,55.0,15.0,box,70.12,Paper - Tissue:1.8g,1,1.8,0.0062,2.32
15,Stila,demo-reccommandation/15.webp,https://www.mecca.com/en-au/stila/calligraphy-lip-stain-V-060687/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the visible elements of the product photo:

The product is a slender, cylindrical tube with a white barrel and a red tip. It features a twist-based closure at the base and is approximately 12 centimeters in length.",TP,"Master Carton (Shipping Case, 24 units)",Soft,,520.0,350.0,180.0,box,32760.0,Corrugated:385.0g,1,385.0,0.643,103.13
15,Stila,demo-reccommandation/15.webp,https://www.mecca.com/en-au/stila/calligraphy-lip-stain-V-060687/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the visible elements of the product photo:

The product is a slender, cylindrical tube with a white barrel and a red tip. It features a twist-based closure at the base and is approximately 12 centimeters in length.",TP,Stretch Wrap (Pallet Wrap),Soft,,180.0,95.0,40.0,box,684.0,Low-Density Polyethylene:125.0g,1,125.0,0.2838,76.85
15,Stila,demo-reccommandation/15.webp,https://www.mecca.com/en-au/stila/calligraphy-lip-stain-V-060687/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the visible elements of the product photo:

The product is a slender, cylindrical tube with a white barrel and a red tip. It features a twist-based closure at the base and is approximately 12 centimeters in length.",TP,Wooden Pallet (Softwood),Soft,True,1200.0,800.0,150.0,flat,144000.0,Softwood:22000.0g,1,22000.0,9503.34,913.0
16,Yves Saint Laurent,demo-reccommandation/16.webp,https://www.mecca.com/en-au/yves-saint-laurent/ysl-loveshine-lipstick-V-068466/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the photo:

The image shows two cylindrical containers, each approximately 10 centimeters tall, with a silver exterior and a burgundy-colored base.  Each container features a twist-up closure and a lipstick stick extending from the top.",PP,Lipstick Tube Body,Rigid,False,92.0,12.0,12.0,cylindrical,13.25,Polypropylene:8.2g,1,8.2,0.0188,3.27
16,Yves Saint Laurent,demo-reccommandation/16.webp,https://www.mecca.com/en-au/yves-saint-laurent/ysl-loveshine-lipstick-V-068466/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the photo:

The image shows two cylindrical containers, each approximately 10 centimeters tall, with a silver exterior and a burgundy-colored base.  Each container features a twist-up closure and a lipstick stick extending from the top.",PP,Lipstick Twist Base,Rigid,False,28.0,18.0,18.0,cylindrical,9.07,Acrylonitrile Butadiene Styrene:6.1g,1,6.1,0.0318,14.89
16,Yves Saint Laurent,demo-reccommandation/16.webp,https://www.mecca.com/en-au/yves-saint-laurent/ysl-loveshine-lipstick-V-068466/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the photo:

The image shows two cylindrical containers, each approximately 10 centimeters tall, with a silver exterior and a burgundy-colored base.  Each container features a twist-up closure and a lipstick stick extending from the top.",PP,Lipstick Cap,Rigid,False,14.0,14.0,8.0,box,1.57,Polypropylene:3.2g,1,3.2,0.0073,1.28
16,Yves Saint Laurent,demo-reccommandation/16.webp,https://www.mecca.com/en-au/yves-saint-laurent/ysl-loveshine-lipstick-V-068466/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the photo:

The image shows two cylindrical containers, each approximately 10 centimeters tall, with a silver exterior and a burgundy-colored base.  Each container features a twist-up closure and a lipstick stick extending from the top.",PP,Lipstick Stick (Wax Core),Soft,False,12.0,3.0,3.0,cylindrical,0.11,Paraffin Wax:2.1g; Talc:0.8g,2,2.9,0.267,0.31
16,Yves Saint Laurent,demo-reccommandation/16.webp,https://www.mecca.com/en-au/yves-saint-laurent/ysl-loveshine-lipstick-V-068466/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the photo:

The image shows two cylindrical containers, each approximately 10 centimeters tall, with a silver exterior and a burgundy-colored base.  Each container features a twist-up closure and a lipstick stick extending from the top.",PP,Paper Label (Tube Wrap),Soft,False,95.0,4.0,4.0,cylindrical,1.52,Paper - Label:0.9g; Ink - Water Based:0.3g,2,1.2,0.0025,1.65
16,Yves Saint Laurent,demo-reccommandation/16.webp,https://www.mecca.com/en-au/yves-saint-laurent/ysl-loveshine-lipstick-V-068466/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the photo:

The image shows two cylindrical containers, each approximately 10 centimeters tall, with a silver exterior and a burgundy-colored base.  Each container features a twist-up closure and a lipstick stick extending from the top.",SP,Folding Box (Unit Retail Box),Rigid,False,125.0,85.0,55.0,box,584.38,Folding Box Board:18.5g; Ink - Water Based:1.2g,2,19.7,0.0485,9.6
16,Yves Saint Laurent,demo-reccommandation/16.webp,https://www.mecca.com/en-au/yves-saint-laurent/ysl-loveshine-lipstick-V-068466/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the photo:

The image shows two cylindrical containers, each approximately 10 centimeters tall, with a silver exterior and a burgundy-colored base.  Each container features a twist-up closure and a lipstick stick extending from the top.",SP,Tissue Paper Insert,Soft,False,130.0,90.0,20.0,flat,234.0,Paper - Tissue:3.1g,1,3.1,0.0107,3.99
16,Yves Saint Laurent,demo-reccommandation/16.webp,https://www.mecca.com/en-au/yves-saint-laurent/ysl-loveshine-lipstick-V-068466/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the photo:

The image shows two cylindrical containers, each approximately 10 centimeters tall, with a silver exterior and a burgundy-colored base.  Each container features a twist-up closure and a lipstick stick extending from the top.",TP,Shipping Carton (Master Carton – 24 units),Rigid,False,355.0,245.0,145.0,box,12611.38,Corrugated:425.0g; Ink - Water Based:8.5g,2,433.5,0.7313,116.23
16,Yves Saint Laurent,demo-reccommandation/16.webp,https://www.mecca.com/en-au/yves-saint-laurent/ysl-loveshine-lipstick-V-068466/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the photo:

The image shows two cylindrical containers, each approximately 10 centimeters tall, with a silver exterior and a burgundy-colored base.  Each container features a twist-up closure and a lipstick stick extending from the top.",TP,Corrugated Divider Insert (Carton),Rigid,False,350.0,240.0,80.0,box,6720.0,Corrugated:185.0g,1,185.0,0.309,49.55
16,Yves Saint Laurent,demo-reccommandation/16.webp,https://www.mecca.com/en-au/yves-saint-laurent/ysl-loveshine-lipstick-V-068466/?cgpath=makeup-lips-lipstick,True,"Here's a factual caption describing only what's visible in the photo:

The image shows two cylindrical containers, each approximately 10 centimeters tall, with a silver exterior and a burgundy-colored base.  Each container features a twist-up closure and a lipstick stick extending from the top.",TP,Stretch Wrap (Pallet Load),Soft,False,400.0,600.0,120.0,box,28800.0,Low-Density Polyethylene:145.0g,1,145.0,0.3291,89.15
17,MECCA MAX,demo-reccommandation/17.webp,https://www.mecca.com/en-au/mecca-max/pout-paint-matte-liquid-lipstick-V-074875/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the visible elements in the product photo:

The product is presented in a cylindrical glass container with a gold-colored screw cap. A slender, gold-colored applicator tube extends from the cap, designed for dispensing the product.",PP,Lipstick Tube (Applicator Barrel),Rigid,False,85,12,12,cylindrical,12.24,Polypropylene:4.2g,1,4.2,0.0096,1.68
17,MECCA MAX,demo-reccommandation/17.webp,https://www.mecca.com/en-au/mecca-max/pout-paint-matte-liquid-lipstick-V-074875/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the visible elements in the product photo:

The product is presented in a cylindrical glass container with a gold-colored screw cap. A slender, gold-colored applicator tube extends from the cap, designed for dispensing the product.",PP,Cap (Screw-On),Rigid,True,68,42,18,box,51.41,Acrylonitrile Butadiene Styrene:6.8g,1,6.8,0.0354,16.6
17,MECCA MAX,demo-reccommandation/17.webp,https://www.mecca.com/en-au/mecca-max/pout-paint-matte-liquid-lipstick-V-074875/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the visible elements in the product photo:

The product is presented in a cylindrical glass container with a gold-colored screw cap. A slender, gold-colored applicator tube extends from the cap, designed for dispensing the product.",PP,Lipstick Stick (Product Core),Soft,False,120,12,8,box,11.52,Paraffin Wax:3.2g,1,3.2,0.0041,0.37
17,MECCA MAX,demo-reccommandation/17.webp,https://www.mecca.com/en-au/mecca-max/pout-paint-matte-liquid-lipstick-V-074875/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the visible elements in the product photo:

The product is presented in a cylindrical glass container with a gold-colored screw cap. A slender, gold-colored applicator tube extends from the cap, designed for dispensing the product.",PP,Inner Seal Liner,Soft,False,25,15,2,flat,0.75,Paper - Tissue:0.8g,1,0.8,0.0028,1.03
17,MECCA MAX,demo-reccommandation/17.webp,https://www.mecca.com/en-au/mecca-max/pout-paint-matte-liquid-lipstick-V-074875/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the visible elements in the product photo:

The product is presented in a cylindrical glass container with a gold-colored screw cap. A slender, gold-colored applicator tube extends from the cap, designed for dispensing the product.",SP,Outer Carton Box,Rigid,False,145,95,35,box,482.12,Folding Box Board:18.5g,1,18.5,0.0455,9.26
17,MECCA MAX,demo-reccommandation/17.webp,https://www.mecca.com/en-au/mecca-max/pout-paint-matte-liquid-lipstick-V-074875/?cgpath=makeup-lips-lipstick,True,"Here’s a factual caption describing the visible elements in the product photo:

The product is presented in a cylindrical glass container with a gold-colored screw cap. A slender, gold-colored applicator tube extends from the cap, designed for dispensing the product.",SP,Product Information Leaflet,Soft,False,85,55,20,box,93.5,Paper - Bleached Kraft:2.1g,1,2.1,0.0036,1.93
